seqid,source,type,start,end,score,strand,phase,attributes,Bd_1_20,Bd_1_29,Bd_2_20,Bd_2_29,Bd_4_20,Bd_4_29,Bd_5_20,Bd_5_29
NODE_158_length_5079_cov_119.235306,KBase,gene,1339,1634,.,-,0,ID=ShumiSPAdes.Assembly_NODE_158_length_5079_cov_119.235306_3; product=,0,0,0,0,0,0,0,0
NODE_158_length_5079_cov_119.235306,KBase,gene,4198,4766,.,+,0,ID=ShumiSPAdes.Assembly_NODE_158_length_5079_cov_119.235306_5; product=,338,1376,3938,756,2534,1153,2741,3949
NODE_159_length_4905_cov_116.000621,KBase,gene,-444,1,.,-,0,ID=ShumiSPAdes.Assembly_NODE_159_length_4905_cov_116.000621_1; product=,2,0,0,0,6,0,8,1
NODE_159_length_4905_cov_116.000621,KBase,gene,751,2969,.,+,0,ID=ShumiSPAdes.Assembly_NODE_159_length_4905_cov_116.000621_2; product=putative endopeptidase %5BEC:3.4.24.-%5D; ko=KO:K07386,39,25,336,42,988,50,1025,91
NODE_159_length_4905_cov_116.000621,KBase,gene,2713,3632,.,-,0,ID=ShumiSPAdes.Assembly_NODE_159_length_4905_cov_116.000621_3; product=,14,8,33,22,574,10,585,3
NODE_15_length_51100_cov_125.114007,KBase,gene,-362,2,.,-,0,ID=ShumiSPAdes.Assembly_NODE_15_length_51100_cov_125.114007_1; product=,0,0,0,0,4,0,14,0
NODE_15_length_51100_cov_125.114007,KBase,gene,797,2670,.,+,0,ID=ShumiSPAdes.Assembly_NODE_15_length_51100_cov_125.114007_2; product=phosphomethylpyrimidine synthase %5BEC:4.1.99.17%5D; ko=KO:K03147,4,6,35,19,817,5,971,21
NODE_15_length_51100_cov_125.114007,KBase,gene,2780,3360,.,+,0,ID=ShumiSPAdes.Assembly_NODE_15_length_51100_cov_125.114007_3; product=,33,14,216,76,262,34,334,41
NODE_15_length_51100_cov_125.114007,KBase,gene,3422,4092,.,+,0,ID=ShumiSPAdes.Assembly_NODE_15_length_51100_cov_125.114007_4; product=,13,9,43,36,714,24,648,26
NODE_15_length_51100_cov_125.114007,KBase,gene,4312,6656,.,+,0,ID=ShumiSPAdes.Assembly_NODE_15_length_51100_cov_125.114007_5; product=,60,74,364,358,1161,196,1388,588
NODE_15_length_51100_cov_125.114007,KBase,gene,6772,7664,.,+,0,ID=ShumiSPAdes.Assembly_NODE_15_length_51100_cov_125.114007_6; product=,59,18,109,52,432,57,346,149
NODE_15_length_51100_cov_125.114007,KBase,gene,7717,10586,.,+,0,ID=ShumiSPAdes.Assembly_NODE_15_length_51100_cov_125.114007_7; product=iron complex outermembrane recepter protein; ko=KO:K02014,227,22,911,67,1967,122,2209,610
NODE_15_length_51100_cov_125.114007,KBase,gene,9720,10834,.,-,0,ID=ShumiSPAdes.Assembly_NODE_15_length_51100_cov_125.114007_8; product=,1,2,5,1,63,3,65,4
NODE_15_length_51100_cov_125.114007,KBase,gene,11567,12111,.,-,0,ID=ShumiSPAdes.Assembly_NODE_15_length_51100_cov_125.114007_9; product=inorganic pyrophosphatase %5BEC:3.6.1.1%5D; ko=KO:K01507,15,11,115,42,445,19,548,47
NODE_15_length_51100_cov_125.114007,KBase,gene,13103,14322,.,+,0,ID=ShumiSPAdes.Assembly_NODE_15_length_51100_cov_125.114007_10; product=,0,1,2,2,62,0,83,1
NODE_15_length_51100_cov_125.114007,KBase,gene,13277,15303,.,-,0,ID=ShumiSPAdes.Assembly_NODE_15_length_51100_cov_125.114007_12; product=K%28%2B%29-stimulated pyrophosphate-energized sodium pump %5BEC:7.1.3.2%5D; ko=KO:K15987,32,6,81,16,197,26,204,6
NODE_15_length_51100_cov_125.114007,KBase,gene,14371,15044,.,+,0,ID=ShumiSPAdes.Assembly_NODE_15_length_51100_cov_125.114007_11; product=,0,0,0,0,0,0,0,0
NODE_15_length_51100_cov_125.114007,KBase,gene,17520,18127,.,-,0,ID=ShumiSPAdes.Assembly_NODE_15_length_51100_cov_125.114007_14; product=,0,0,1,0,33,1,45,3
NODE_15_length_51100_cov_125.114007,KBase,gene,17575,18077,.,+,0,ID=ShumiSPAdes.Assembly_NODE_15_length_51100_cov_125.114007_13; product=,0,0,0,0,0,0,0,0
NODE_15_length_51100_cov_125.114007,KBase,gene,18079,18740,.,-,0,ID=ShumiSPAdes.Assembly_NODE_15_length_51100_cov_125.114007_15; product=,4,4,127,6,474,15,570,69
NODE_15_length_51100_cov_125.114007,KBase,gene,18813,20068,.,-,0,ID=ShumiSPAdes.Assembly_NODE_15_length_51100_cov_125.114007_16; product=ATP-dependent phosphofructokinase / diphosphate-dependent phosphofructokinase %5BEC:2.7.1.11 2.7.1.90%5D; ko=KO:K21071,11,2,53,29,1193,12,1465,22
NODE_15_length_51100_cov_125.114007,KBase,gene,21466,22028,.,+,0,ID=ShumiSPAdes.Assembly_NODE_15_length_51100_cov_125.114007_17; product=adenylate kinase %5BEC:2.7.4.3%5D; ko=KO:K00939,136,211,1401,140,959,317,904,737
NODE_15_length_51100_cov_125.114007,KBase,gene,22346,23793,.,+,0,ID=ShumiSPAdes.Assembly_NODE_15_length_51100_cov_125.114007_18; product=UDP-N-acetylmuramate: L-alanyl-gamma-D-glutamyl-meso-diaminopimelate ligase %5BEC:6.3.2.45%5D; ko=KO:K02558,60,42,301,63,602,104,792,155
NODE_15_length_51100_cov_125.114007,KBase,gene,23102,23946,.,-,0,ID=ShumiSPAdes.Assembly_NODE_15_length_51100_cov_125.114007_19; product=,13,3,34,6,29,8,41,11
NODE_15_length_51100_cov_125.114007,KBase,gene,24187,24854,.,-,0,ID=ShumiSPAdes.Assembly_NODE_15_length_51100_cov_125.114007_20; product=,6,7,40,12,404,6,531,51
NODE_15_length_51100_cov_125.114007,KBase,gene,25672,26933,.,+,0,ID=ShumiSPAdes.Assembly_NODE_15_length_51100_cov_125.114007_21; product=,2,6,12,18,720,16,828,12
NODE_15_length_51100_cov_125.114007,KBase,gene,26956,27158,.,+,0,ID=ShumiSPAdes.Assembly_NODE_15_length_51100_cov_125.114007_22; product=4-oxalocrotonate tautomerase %5BEC:5.3.2.6%5D; ec=EC:5.3.2.6; ko=KO:K01821,2,0,2,0,37,1,40,1
NODE_15_length_51100_cov_125.114007,KBase,gene,27156,27952,.,+,0,ID=ShumiSPAdes.Assembly_NODE_15_length_51100_cov_125.114007_23; product=2-oxopent-4-enoate/cis-2-oxohex-4-enoate hydratase %5BEC:4.2.1.80 4.2.1.132%5D; ko=KO:K18364,5,5,34,4,384,9,461,18
NODE_15_length_51100_cov_125.114007,KBase,gene,27994,28931,.,+,0,ID=ShumiSPAdes.Assembly_NODE_15_length_51100_cov_125.114007_24; product=acetaldehyde dehydrogenase %5BEC:1.2.1.10%5D; ko=KO:K04073,3,2,32,7,322,6,423,14
NODE_15_length_51100_cov_125.114007,KBase,gene,28943,29982,.,+,0,ID=ShumiSPAdes.Assembly_NODE_15_length_51100_cov_125.114007_25; product=4-hydroxy 2-oxovalerate aldolase %5BEC:4.1.3.39%5D; ko=KO:K01666,4,6,48,8,378,9,468,14
NODE_15_length_51100_cov_125.114007,KBase,gene,29980,30767,.,+,0,ID=ShumiSPAdes.Assembly_NODE_15_length_51100_cov_125.114007_26; product=2-oxo-3-hexenedioate decarboxylase %5BEC:4.1.1.77%5D; ko=KO:K01617,3,5,26,11,390,3,476,8
NODE_15_length_51100_cov_125.114007,KBase,gene,30985,32345,.,+,0,ID=ShumiSPAdes.Assembly_NODE_15_length_51100_cov_125.114007_27; product=,0,0,0,0,120,0,91,2
NODE_15_length_51100_cov_125.114007,KBase,gene,31201,33206,.,-,0,ID=ShumiSPAdes.Assembly_NODE_15_length_51100_cov_125.114007_29; product=membrane-associated protein; ko=KO:K03975,7,0,18,10,75,12,90,13
NODE_15_length_51100_cov_125.114007,KBase,gene,32438,33045,.,+,0,ID=ShumiSPAdes.Assembly_NODE_15_length_51100_cov_125.114007_28; product=uncharacterized protein; ko=KO:K07157,0,0,0,0,0,0,0,0
NODE_15_length_51100_cov_125.114007,KBase,gene,35349,36013,.,+,0,ID=ShumiSPAdes.Assembly_NODE_15_length_51100_cov_125.114007_30; product=,15,12,65,18,197,30,216,93
NODE_15_length_51100_cov_125.114007,KBase,gene,35807,36480,.,-,0,ID=ShumiSPAdes.Assembly_NODE_15_length_51100_cov_125.114007_31; product=,6,4,35,7,420,15,419,27
NODE_15_length_51100_cov_125.114007,KBase,gene,37296,38113,.,+,0,ID=ShumiSPAdes.Assembly_NODE_15_length_51100_cov_125.114007_32; product=citronellol/citronellal dehydrogenase; ko=KO:K13775,1,0,4,1,75,0,84,14
NODE_15_length_51100_cov_125.114007,KBase,gene,37414,38285,.,-,0,ID=ShumiSPAdes.Assembly_NODE_15_length_51100_cov_125.114007_33; product=voltage-gated potassium channel; ko=KO:K10716,0,1,7,6,99,5,95,7
NODE_15_length_51100_cov_125.114007,KBase,gene,38688,40525,.,-,0,ID=ShumiSPAdes.Assembly_NODE_15_length_51100_cov_125.114007_35; product=,3,3,17,17,494,3,600,17
NODE_15_length_51100_cov_125.114007,KBase,gene,39221,40449,.,+,0,ID=ShumiSPAdes.Assembly_NODE_15_length_51100_cov_125.114007_34; product=acetylornithine/N-succinyldiaminopimelate aminotransferase %5BEC:2.6.1.11 2.6.1.17%5D; ko=KO:K00821,0,0,0,0,0,0,0,0
NODE_15_length_51100_cov_125.114007,KBase,gene,41075,42360,.,-,0,ID=ShumiSPAdes.Assembly_NODE_15_length_51100_cov_125.114007_36; product=,0,2,23,4,617,3,588,2
NODE_15_length_51100_cov_125.114007,KBase,gene,42943,43643,.,-,0,ID=ShumiSPAdes.Assembly_NODE_15_length_51100_cov_125.114007_37; product=,0,1,5,0,91,0,151,2
NODE_15_length_51100_cov_125.114007,KBase,gene,43225,44348,.,-,0,ID=ShumiSPAdes.Assembly_NODE_15_length_51100_cov_125.114007_38; product=,0,0,6,2,244,6,207,0
NODE_15_length_51100_cov_125.114007,KBase,gene,44952,45547,.,-,0,ID=ShumiSPAdes.Assembly_NODE_15_length_51100_cov_125.114007_39; product=glucose-1-phosphatase %5BEC:3.1.3.10%5D; ko=KO:K20866,1,0,3,0,277,1,363,7
NODE_15_length_51100_cov_125.114007,KBase,gene,45759,47050,.,-,0,ID=ShumiSPAdes.Assembly_NODE_15_length_51100_cov_125.114007_41; product=glutamate-1-semialdehyde 2%2C1-aminomutase %5BEC:5.4.3.8%5D; ko=KO:K01845,4,0,33,3,474,12,514,3
NODE_15_length_51100_cov_125.114007,KBase,gene,46279,46727,.,+,0,ID=ShumiSPAdes.Assembly_NODE_15_length_51100_cov_125.114007_40; product=,0,0,0,0,0,0,0,0
NODE_15_length_51100_cov_125.114007,KBase,gene,47892,48520,.,-,0,ID=ShumiSPAdes.Assembly_NODE_15_length_51100_cov_125.114007_42; product=thiamine-phosphate pyrophosphorylase %5BEC:2.5.1.3%5D; ko=KO:K00788,9,3,119,16,395,13,484,16
NODE_15_length_51100_cov_125.114007,KBase,gene,49016,49863,.,-,0,ID=ShumiSPAdes.Assembly_NODE_15_length_51100_cov_125.114007_44; product=,8,3,27,10,269,16,267,23
NODE_15_length_51100_cov_125.114007,KBase,gene,49219,49409,.,+,0,ID=ShumiSPAdes.Assembly_NODE_15_length_51100_cov_125.114007_43; product=,0,0,0,0,0,0,0,0
NODE_15_length_51100_cov_125.114007,KBase,gene,50459,50778,.,-,0,ID=ShumiSPAdes.Assembly_NODE_15_length_51100_cov_125.114007_45; product=uncharacterized protein; ko=KO:K09005,9,18,103,15,243,11,320,84
NODE_160_length_4793_cov_131.673664,KBase,gene,-909,1,.,-,0,ID=ShumiSPAdes.Assembly_NODE_160_length_4793_cov_131.673664_1; product=,0,0,1,0,5,0,4,1
NODE_160_length_4793_cov_131.673664,KBase,gene,685,1253,.,-,0,ID=ShumiSPAdes.Assembly_NODE_160_length_4793_cov_131.673664_2; product=,14,7,159,26,251,5,301,34
NODE_160_length_4793_cov_131.673664,KBase,gene,1083,1825,.,-,0,ID=ShumiSPAdes.Assembly_NODE_160_length_4793_cov_131.673664_3; product=,22,21,117,16,182,24,225,35
NODE_160_length_4793_cov_131.673664,KBase,gene,2551,2882,.,-,0,ID=ShumiSPAdes.Assembly_NODE_160_length_4793_cov_131.673664_4; product=,6,6,218,35,508,88,649,68
NODE_160_length_4793_cov_131.673664,KBase,gene,3059,3438,.,-,0,ID=ShumiSPAdes.Assembly_NODE_160_length_4793_cov_131.673664_5; product=,4,11,396,46,151,67,230,67
NODE_160_length_4793_cov_131.673664,KBase,gene,3165,3871,.,-,0,ID=ShumiSPAdes.Assembly_NODE_160_length_4793_cov_131.673664_6; product=zinc D-Ala-D-Ala dipeptidase %5BEC:3.4.13.22%5D; ko=KO:K08641,4,0,33,2,212,4,229,14
NODE_160_length_4793_cov_131.673664,KBase,gene,4327,4559,.,-,0,ID=ShumiSPAdes.Assembly_NODE_160_length_4793_cov_131.673664_7; product=,4,4,62,9,150,4,143,4
NODE_161_length_4777_cov_130.409149,KBase,gene,-1637,2,.,-,0,ID=ShumiSPAdes.Assembly_NODE_161_length_4777_cov_130.409149_1; product=,2,0,4,0,13,0,12,1
NODE_161_length_4777_cov_130.409149,KBase,gene,1889,2850,.,+,0,ID=ShumiSPAdes.Assembly_NODE_161_length_4777_cov_130.409149_2; product=cyanophycinase %5BEC:3.4.15.6%5D; ko=KO:K13282,106,58,690,234,688,187,709,353
NODE_161_length_4777_cov_130.409149,KBase,gene,2964,3979,.,+,0,ID=ShumiSPAdes.Assembly_NODE_161_length_4777_cov_130.409149_3; product=L-asparaginase / beta-aspartyl-peptidase %5BEC:3.5.1.1 3.4.19.5%5D; ko=KO:K13051,79,31,441,98,640,76,843,163
NODE_161_length_4777_cov_130.409149,KBase,gene,4467,4774,.,+,0,ID=ShumiSPAdes.Assembly_NODE_161_length_4777_cov_130.409149_4; product=,137,82,1416,342,1125,204,1029,1202
NODE_162_length_4691_cov_122.006935,KBase,gene,-352,438,.,-,0,ID=ShumiSPAdes.Assembly_NODE_162_length_4691_cov_122.006935_2; product=flagellar biosynthesis protein FliR; ko=KO:K02421,8,4,18,28,259,5,291,7
NODE_162_length_4691_cov_122.006935,KBase,gene,-263,2,.,-,0,ID=ShumiSPAdes.Assembly_NODE_162_length_4691_cov_122.006935_1; product=,0,0,0,0,0,0,0,0
NODE_162_length_4691_cov_122.006935,KBase,gene,969,1237,.,-,0,ID=ShumiSPAdes.Assembly_NODE_162_length_4691_cov_122.006935_3; product=,0,0,1,0,39,0,28,0
NODE_162_length_4691_cov_122.006935,KBase,gene,1033,1814,.,-,0,ID=ShumiSPAdes.Assembly_NODE_162_length_4691_cov_122.006935_4; product=flagellar biosynthesis protein FliP; ko=KO:K02419,1,1,5,3,466,1,488,1
NODE_162_length_4691_cov_122.006935,KBase,gene,2193,2599,.,-,0,ID=ShumiSPAdes.Assembly_NODE_162_length_4691_cov_122.006935_5; product=flagellar protein FliO/FliZ; ko=KO:K02418,2,6,21,8,36,4,51,5
NODE_162_length_4691_cov_122.006935,KBase,gene,2328,3343,.,-,0,ID=ShumiSPAdes.Assembly_NODE_162_length_4691_cov_122.006935_7; product=flagellar motor switch protein FliM; ko=KO:K02416,4,0,35,3,142,8,132,7
NODE_162_length_4691_cov_122.006935,KBase,gene,2657,3003,.,-,0,ID=ShumiSPAdes.Assembly_NODE_162_length_4691_cov_122.006935_6; product=flagellar motor switch protein FliN; ko=KO:K02417,0,0,0,0,0,0,0,0
NODE_162_length_4691_cov_122.006935,KBase,gene,4050,4369,.,-,0,ID=ShumiSPAdes.Assembly_NODE_162_length_4691_cov_122.006935_8; product=flagellar protein FliL; ko=KO:K02415,0,4,29,9,190,10,266,4
NODE_163_length_4680_cov_121.790571,KBase,gene,1,1091,.,+,0,ID=ShumiSPAdes.Assembly_NODE_163_length_4680_cov_121.790571_1; product=,17,10,114,25,476,72,523,34
NODE_163_length_4680_cov_121.790571,KBase,gene,732,1318,.,-,0,ID=ShumiSPAdes.Assembly_NODE_163_length_4680_cov_121.790571_2; product=,0,0,1,0,253,1,246,1
NODE_163_length_4680_cov_121.790571,KBase,gene,2056,3530,.,+,0,ID=ShumiSPAdes.Assembly_NODE_163_length_4680_cov_121.790571_3; product=basic amino acid/polyamine antiporter%2C APA family; ko=KO:K03294,18,26,373,50,969,53,1098,116
NODE_163_length_4680_cov_121.790571,KBase,gene,3612,4678,.,+,0,ID=ShumiSPAdes.Assembly_NODE_163_length_4680_cov_121.790571_4; product=,3,6,114,9,473,4,631,24
NODE_164_length_4669_cov_122.982796,KBase,gene,2,486,.,+,0,ID=ShumiSPAdes.Assembly_NODE_164_length_4669_cov_122.982796_1; product=,13,9,106,32,250,9,286,21
NODE_164_length_4669_cov_122.982796,KBase,gene,538,1463,.,+,0,ID=ShumiSPAdes.Assembly_NODE_164_length_4669_cov_122.982796_2; product=uncharacterized protein; ko=KO:K09164,16,2,34,12,122,15,158,6
NODE_164_length_4669_cov_122.982796,KBase,gene,921,1483,.,-,0,ID=ShumiSPAdes.Assembly_NODE_164_length_4669_cov_122.982796_3; product=N-acetylmuramoyl-L-alanine amidase %5BEC:3.5.1.28%5D; ko=KO:K01447,3,0,3,0,9,1,10,1
NODE_164_length_4669_cov_122.982796,KBase,gene,2098,2624,.,+,0,ID=ShumiSPAdes.Assembly_NODE_164_length_4669_cov_122.982796_4; product=,28,12,185,30,331,32,425,65
NODE_164_length_4669_cov_122.982796,KBase,gene,2765,4668,.,+,0,ID=ShumiSPAdes.Assembly_NODE_164_length_4669_cov_122.982796_5; product=23S rRNA %28guanine2069-N7%29-methyltransferase / 23S rRNA %28guanine2445-N2%29-methyltransferase %5BEC:2.1.1.264 2.1.1.173%5D; ko=KO:K12297,49,30,327,55,854,56,816,180
NODE_165_length_4420_cov_115.629058,KBase,gene,-630,1,.,-,0,ID=ShumiSPAdes.Assembly_NODE_165_length_4420_cov_115.629058_1; product=3-hydroxybutyrate dehydrogenase %5BEC:1.1.1.30%5D; ko=KO:K00019,0,0,0,0,7,0,4,0
NODE_165_length_4420_cov_115.629058,KBase,gene,747,2578,.,+,0,ID=ShumiSPAdes.Assembly_NODE_165_length_4420_cov_115.629058_2; product=hydroxybutyrate-dimer hydrolase %5BEC:3.1.1.22%5D; ko=KO:K07518,47,16,673,60,833,71,987,73
NODE_165_length_4420_cov_115.629058,KBase,gene,3167,3762,.,+,0,ID=ShumiSPAdes.Assembly_NODE_165_length_4420_cov_115.629058_3; product=uncharacterized protein; ko=KO:K09975,4,1,42,13,199,7,242,29
NODE_165_length_4420_cov_115.629058,KBase,gene,3517,3968,.,-,0,ID=ShumiSPAdes.Assembly_NODE_165_length_4420_cov_115.629058_4; product=,8,3,24,10,87,3,92,5
NODE_166_length_4225_cov_118.537608,KBase,gene,1,536,.,+,0,ID=ShumiSPAdes.Assembly_NODE_166_length_4225_cov_118.537608_1; product=D-aminopeptidase %5BEC:3.4.11.19%5D; ko=KO:K01266,6,1,23,12,412,10,549,5
NODE_166_length_4225_cov_118.537608,KBase,gene,811,1670,.,+,0,ID=ShumiSPAdes.Assembly_NODE_166_length_4225_cov_118.537608_2; product=,1,0,1,2,50,1,47,2
NODE_166_length_4225_cov_118.537608,KBase,gene,921,1675,.,-,0,ID=ShumiSPAdes.Assembly_NODE_166_length_4225_cov_118.537608_3; product=ribonuclease T %5BEC:3.1.13.-%5D; ko=KO:K03683,0,0,0,0,0,0,0,0
NODE_166_length_4225_cov_118.537608,KBase,gene,1704,2446,.,-,0,ID=ShumiSPAdes.Assembly_NODE_166_length_4225_cov_118.537608_4; product=uncharacterized protein; ko=KO:K09929,6,10,107,19,370,19,446,50
NODE_166_length_4225_cov_118.537608,KBase,gene,2305,3182,.,-,0,ID=ShumiSPAdes.Assembly_NODE_166_length_4225_cov_118.537608_5; product=uncharacterized protein; ko=KO:K09930,0,4,38,15,256,12,324,21
NODE_166_length_4225_cov_118.537608,KBase,gene,3866,4044,.,-,0,ID=ShumiSPAdes.Assembly_NODE_166_length_4225_cov_118.537608_6; product=,2,2,39,17,211,16,326,27
NODE_167_length_4006_cov_140.951387,KBase,gene,-989,1376,.,-,0,ID=ShumiSPAdes.Assembly_NODE_167_length_4006_cov_140.951387_3; product=,0,0,14,0,550,6,509,14
NODE_167_length_4006_cov_140.951387,KBase,gene,-414,82,.,-,0,ID=ShumiSPAdes.Assembly_NODE_167_length_4006_cov_140.951387_1; product=,0,0,0,0,0,0,0,0
NODE_167_length_4006_cov_140.951387,KBase,gene,271,701,.,-,0,ID=ShumiSPAdes.Assembly_NODE_167_length_4006_cov_140.951387_2; product=,0,0,0,0,0,0,0,0
NODE_168_length_3977_cov_125.189744,KBase,gene,-1091,518,.,-,0,ID=ShumiSPAdes.Assembly_NODE_168_length_3977_cov_125.189744_3; product=cytochrome c oxidase subunit I %5BEC:7.1.1.9%5D; ko=KO:K02274,23,6,180,34,194,40,247,17
NODE_168_length_3977_cov_125.189744,KBase,gene,-368,2,.,-,0,ID=ShumiSPAdes.Assembly_NODE_168_length_3977_cov_125.189744_1; product=cytochrome c oxidase assembly protein subunit 11; ko=KO:K02258,0,0,0,0,0,0,0,0
NODE_168_length_3977_cov_125.189744,KBase,gene,237,370,.,-,0,ID=ShumiSPAdes.Assembly_NODE_168_length_3977_cov_125.189744_2; product=,0,0,0,0,0,0,0,0
NODE_168_length_3977_cov_125.189744,KBase,gene,1269,2194,.,-,0,ID=ShumiSPAdes.Assembly_NODE_168_length_3977_cov_125.189744_4; product=cytochrome c oxidase subunit II %5BEC:7.1.1.9%5D; ko=KO:K02275,85,26,668,140,835,131,1038,63
NODE_168_length_3977_cov_125.189744,KBase,gene,2636,3123,.,-,0,ID=ShumiSPAdes.Assembly_NODE_168_length_3977_cov_125.189744_5; product=,77,30,495,147,633,125,740,37
NODE_168_length_3977_cov_125.189744,KBase,gene,3647,3774,.,+,0,ID=ShumiSPAdes.Assembly_NODE_168_length_3977_cov_125.189744_6; product=,0,0,2,0,243,0,163,0
NODE_169_length_3670_cov_115.991650,KBase,gene,-807,1,.,-,0,ID=ShumiSPAdes.Assembly_NODE_169_length_3670_cov_115.991650_1; product=diaminopimelate epimerase %5BEC:5.1.1.7%5D; ko=KO:K01778,0,0,0,0,0,0,0,0
NODE_169_length_3670_cov_115.991650,KBase,gene,-642,1513,.,-,0,ID=ShumiSPAdes.Assembly_NODE_169_length_3670_cov_115.991650_4; product=oligopeptidase B %5BEC:3.4.21.83%5D; ko=KO:K01354,52,11,214,64,448,83,465,114
NODE_169_length_3670_cov_115.991650,KBase,gene,568,803,.,-,0,ID=ShumiSPAdes.Assembly_NODE_169_length_3670_cov_115.991650_2; product=,0,0,0,0,0,0,0,0
NODE_169_length_3670_cov_115.991650,KBase,gene,726,1090,.,-,0,ID=ShumiSPAdes.Assembly_NODE_169_length_3670_cov_115.991650_3; product=uncharacterized protein; ko=KO:K09790,0,0,0,0,0,0,0,0
NODE_16_length_50099_cov_125.936548,KBase,gene,-1148,2,.,-,0,ID=ShumiSPAdes.Assembly_NODE_16_length_50099_cov_125.936548_1; product=,0,1,12,3,10,2,6,1
NODE_16_length_50099_cov_125.936548,KBase,gene,147,1288,.,-,0,ID=ShumiSPAdes.Assembly_NODE_16_length_50099_cov_125.936548_2; product=,70,20,368,65,790,67,914,76
NODE_16_length_50099_cov_125.936548,KBase,gene,2826,3766,.,+,0,ID=ShumiSPAdes.Assembly_NODE_16_length_50099_cov_125.936548_3; product=peptide chain release factor 2; ko=KO:K02836,84,28,323,143,580,93,590,260
NODE_16_length_50099_cov_125.936548,KBase,gene,3867,5386,.,+,0,ID=ShumiSPAdes.Assembly_NODE_16_length_50099_cov_125.936548_4; product=lysyl-tRNA synthetase%2C class II %5BEC:6.1.1.6%5D; ko=KO:K04567,3,0,2,3,19,3,31,5
NODE_16_length_50099_cov_125.936548,KBase,gene,3977,5658,.,-,0,ID=ShumiSPAdes.Assembly_NODE_16_length_50099_cov_125.936548_5; product=long-chain acyl-CoA synthetase %5BEC:6.2.1.3%5D; ko=KO:K01897,5,1,47,6,120,9,82,14
NODE_16_length_50099_cov_125.936548,KBase,gene,6736,7976,.,-,0,ID=ShumiSPAdes.Assembly_NODE_16_length_50099_cov_125.936548_7; product=D-3-phosphoglycerate dehydrogenase / 2-oxoglutarate reductase %5BEC:1.1.1.95 1.1.1.399%5D; ko=KO:K00058,22,28,471,51,696,65,688,224
NODE_16_length_50099_cov_125.936548,KBase,gene,7445,7896,.,+,0,ID=ShumiSPAdes.Assembly_NODE_16_length_50099_cov_125.936548_6; product=,0,0,0,0,0,0,0,0
NODE_16_length_50099_cov_125.936548,KBase,gene,9424,10811,.,+,0,ID=ShumiSPAdes.Assembly_NODE_16_length_50099_cov_125.936548_8; product=,4,1,73,20,218,11,199,22
NODE_16_length_50099_cov_125.936548,KBase,gene,9819,10885,.,-,0,ID=ShumiSPAdes.Assembly_NODE_16_length_50099_cov_125.936548_9; product=two-component system%2C OmpR family%2C sensor histidine kinase AdeS %5BEC:2.7.13.3%5D; ko=KO:K18143,4,0,9,2,42,0,48,0
NODE_16_length_50099_cov_125.936548,KBase,gene,11207,11952,.,-,0,ID=ShumiSPAdes.Assembly_NODE_16_length_50099_cov_125.936548_10; product=two-component system%2C OmpR family%2C response regulator AdeR; ko=KO:K18144,14,4,79,22,323,7,376,19
NODE_16_length_50099_cov_125.936548,KBase,gene,12825,13966,.,+,0,ID=ShumiSPAdes.Assembly_NODE_16_length_50099_cov_125.936548_11; product=membrane fusion protein%2C multidrug efflux system; ko=KO:K18145,2,1,38,10,444,17,557,23
NODE_16_length_50099_cov_125.936548,KBase,gene,13989,17131,.,+,0,ID=ShumiSPAdes.Assembly_NODE_16_length_50099_cov_125.936548_12; product=multidrug efflux pump; ko=KO:K18138,20,8,66,17,1163,9,1496,44
NODE_16_length_50099_cov_125.936548,KBase,gene,17227,17528,.,+,0,ID=ShumiSPAdes.Assembly_NODE_16_length_50099_cov_125.936548_13; product=,20,24,188,43,166,26,213,216
NODE_16_length_50099_cov_125.936548,KBase,gene,17553,19411,.,+,0,ID=ShumiSPAdes.Assembly_NODE_16_length_50099_cov_125.936548_14; product=,29,18,69,14,493,33,498,83
NODE_16_length_50099_cov_125.936548,KBase,gene,19432,20504,.,+,0,ID=ShumiSPAdes.Assembly_NODE_16_length_50099_cov_125.936548_15; product=,1,0,5,4,15,1,14,1
NODE_16_length_50099_cov_125.936548,KBase,gene,19615,22166,.,-,0,ID=ShumiSPAdes.Assembly_NODE_16_length_50099_cov_125.936548_18; product=diguanylate cyclase %5BEC:2.7.7.65%5D; ko=KO:K21023,26,8,105,28,481,40,617,44
NODE_16_length_50099_cov_125.936548,KBase,gene,20013,20578,.,-,0,ID=ShumiSPAdes.Assembly_NODE_16_length_50099_cov_125.936548_16; product=elongation factor P; ko=KO:K02356,0,0,0,0,0,0,0,0
NODE_16_length_50099_cov_125.936548,KBase,gene,20521,21290,.,-,0,ID=ShumiSPAdes.Assembly_NODE_16_length_50099_cov_125.936548_17; product=3-hydroxyacyl-CoA dehydrogenase / 3-hydroxy-2-methylbutyryl-CoA dehydrogenase %5BEC:1.1.1.35 1.1.1.178%5D; ko=KO:K08683,0,0,0,0,0,0,0,0
NODE_16_length_50099_cov_125.936548,KBase,gene,23823,24715,.,-,0,ID=ShumiSPAdes.Assembly_NODE_16_length_50099_cov_125.936548_19; product=hydroxymethylglutaryl-CoA lyase %5BEC:4.1.3.4%5D; ko=KO:K01640,47,11,171,41,560,29,595,51
NODE_16_length_50099_cov_125.936548,KBase,gene,24856,25643,.,-,0,ID=ShumiSPAdes.Assembly_NODE_16_length_50099_cov_125.936548_20; product=methylglutaconyl-CoA hydratase %5BEC:4.2.1.18%5D; ko=KO:K13766,15,0,70,15,381,5,436,13
